Date,Country,State,Activity,Sex,Age,Deceased,standarized_country,Month,Year,Decade,Season
2014-03-01,australia,NEW SOUTH WALES,Unspecific,F,10.0,UNKNOWN,Australia,March,2014.0,2010.0,Autumn
2014-03-01,australia,NEW SOUTH WALES,swimming,M,,N,Australia,March,2014.0,2010.0,Autumn
2014-03-01,cayman islands,,diving,M,,UNKNOWN,Cayman Islands,March,2014.0,2010.0,Unknown
2014-03-01,usa,FLORIDA,surfing,M,21.0,N,United States,March,2014.0,2010.0,Spring
2014-02-01,french polynesia,SOCIETY ISLANDS,surfing,M,21.0,N,French Polynesia,February,2014.0,2010.0,Unknown
2014-02-01,papua new guinea,,Unspecific,M,21.0,N,Papua New Guinea,February,2014.0,2010.0,Summer
2014-02-01,australia,SOUTH AUSTRALIA,diving,M,28.0,Y,Australia,February,2014.0,2010.0,Summer
2014-02-01,trinidad & tobago,TRINIDAD,fishing,M,,N,Trinidad and Tobago,February,2014.0,2010.0,Winter
2014-02-01,new zealand,SOUTH ISLAND,surfing,M,28.0,N,New Zealand,February,2014.0,2010.0,Summer
2014-01-01,australia,NEW SOUTH WALES,fishing,M,,N,Australia,January,2014.0,2010.0,Summer
2014-01-01,new zealand,SOUTH ISLAND,fishing,M,24.0,N,New Zealand,January,2014.0,2010.0,Summer
2014-01-01,japan,OKINAWA PREFECTURE,Unspecific,M,31.0,N,Japan,January,2014.0,2010.0,Unknown
,usa,HAWAII,diving,M,,N,United States,,,,Unknown
,new zealand,,Unspecific,UNKNOWN,,N,New Zealand,,,,Unknown
2013-12-01,new caledonia,NORTH PROVINCE,diving,M,37.0,N,New Caledonia,December,2013.0,2010.0,Unknown
2013-12-01,south africa,WESTERN CAPE PROVINCE,surfing,M,19.0,N,South Africa,December,2013.0,2010.0,Summer
2013-12-01,kiribati,740 MILES SE OF TARAWA ATOLL,fishing,M,35.0,N,Kiribati,December,2013.0,2010.0,Summer
2013-12-01,usa,HAWAII,boarding,M,29.0,N,United States,December,2013.0,2010.0,Winter
2013-12-01,usa,FLORIDA,surfing,M,30.0,N,United States,December,2013.0,2010.0,Winter
2013-12-01,australia,NEW SOUTH WALES,surfing,M,26.0,N,Australia,December,2013.0,2010.0,Summer
2013-12-01,usa,HAWAII,fishing,M,57.0,Y,United States,December,2013.0,2010.0,Winter
2013-11-01,australia,NEW SOUTH WALES,boarding,M,19.0,Y,Australia,November,2013.0,2010.0,Spring
,usa,HAWAII,diving,F,58.0,N,United States,,,,Unknown
2013-11-01,australia,WESTERN AUSTRALIA,surfing,M,35.0,Y,Australia,November,2013.0,2010.0,Spring
2013-11-01,usa,OREGON,surfing,M,25.0,N,United States,November,2013.0,2010.0,Autumn
2013-11-01,australia,WESTERN AUSTRALIA,surfing,M,,N,Australia,November,2013.0,2010.0,Spring
2013-11-01,bahamas,,fishing,M,77.0,N,Bahamas,November,2013.0,2010.0,Autumn
2013-11-01,usa,NEW JERSEY,boarding,M,16.0,N,United States,November,2013.0,2010.0,Autumn
2013-11-01,usa,FLORIDA,surfing,M,,N,United States,November,2013.0,2010.0,Autumn
2013-10-01,usa,HAWAII,boarding,M,46.0,N,United States,October,2013.0,2010.0,Autumn
2013-10-01,australia,WESTERN AUSTRALIA,diving,F,60.0,N,Australia,October,2013.0,2010.0,Spring
2013-10-01,reunion,D’ÉTANG-SALÉ,boarding,M,24.0,N,Reunion,October,2013.0,2010.0,Unknown
2013-10-01,australia,WESTERN AUSTRALIA,diving,M,,N,Australia,October,2013.0,2010.0,Spring
2013-10-01,australia,NEW SOUTH WALES,surfing,M,41.0,N,Australia,October,2013.0,2010.0,Spring
2013-10-01,usa,HAWAII,diving,M,45.0,N,United States,October,2013.0,2010.0,Autumn
2013-10-01,usa,HAWAII,surfing,M,25.0,N,United States,October,2013.0,2010.0,Autumn
2013-10-01,usa,FLORIDA,wading,M,6.0,N,United States,October,2013.0,2010.0,Autumn
2013-10-01,south africa,EASTERN CAPE PROVINCE,swimming,M,74.0,Y,South Africa,October,2013.0,2010.0,Spring
2013-10-01,australia,WESTERN AUSTRALIA,diving,M,55.0,N,Australia,October,2013.0,2010.0,Spring
2013-10-01,usa,CALIFORNIA,surfing,M,45.0,N,United States,October,2013.0,2010.0,Autumn
2013-10-01,usa,FLORIDA,wading,M,12.0,N,United States,October,2013.0,2010.0,Autumn
2013-09-01,usa,FLORIDA,surfing,M,50.0,N,United States,September,2013.0,2010.0,Autumn
2013-09-01,israel,SOUTHERN DISTRICT,diving,M,27.0,N,Israel,September,2013.0,2010.0,Autumn
2013-09-01,usa,FLORIDA,Unspecific,M,7.0,N,United States,September,2013.0,2010.0,Autumn
2013-09-01,usa,FLORIDA,swimming,M,45.0,N,United States,September,2013.0,2010.0,Autumn
2013-09-01,usa,FLORIDA,surfing,M,,N,United States,September,2013.0,2010.0,Autumn
2013-09-01,usa,FLORIDA,swimming,M,21.0,N,United States,September,2013.0,2010.0,Autumn
2013-09-01,usa,FLORIDA,surfing,F,13.0,N,United States,September,2013.0,2010.0,Autumn
2013-09-01,usa,SOUTH CAROLINA,Unspecific,F,,UNKNOWN,United States,September,2013.0,2010.0,Autumn
2013-09-01,usa,FLORIDA,surfing,M,43.0,N,United States,September,2013.0,2010.0,Autumn
2013-09-01,usa,FLORIDA,Unspecific,M,25.0,N,United States,September,2013.0,2010.0,Autumn
2013-09-01,usa,FLORIDA,swimming,M,17.0,N,United States,September,2013.0,2010.0,Autumn
2013-09-01,usa,FLORIDA,Unspecific,M,3.0,N,United States,September,2013.0,2010.0,Autumn
2013-09-01,usa,FLORIDA,Unspecific,M,9.0,N,United States,September,2013.0,2010.0,Autumn
2013-08-01,bahamas,,fishing,M,,N,Bahamas,August,2013.0,2010.0,Summer
2013-08-01,usa,CALIFORNIA,swimming,M,,N,United States,August,2013.0,2010.0,Summer
2013-08-01,usa,CALIFORNIA,swimming,F,47.0,UNKNOWN,United States,August,2013.0,2010.0,Summer
2013-08-01,france,BAY OF BISCAY,fishing,M,50.0,N,France,August,2013.0,2010.0,Summer
2013-08-01,usa,FLORIDA,boarding,F,11.0,N,United States,August,2013.0,2010.0,Summer
2013-08-01,australia,NEW SOUTH WALES,Unspecific,M,,N,Australia,August,2013.0,2010.0,Winter
2013-08-01,usa,HAWAII,surfing,M,16.0,N,United States,August,2013.0,2010.0,Summer
2013-08-01,usa,CALIFORNIA,surfing,F,,N,United States,August,2013.0,2010.0,Summer
2013-08-01,usa,HAWAII,diving,F,20.0,Y,United States,August,2013.0,2010.0,Summer
2013-08-01,usa,HAWAII,boarding,F,19.0,N,United States,August,2013.0,2010.0,Summer
2013-08-01,usa,SOUTH CAROLINA,surfing,M,10.0,N,United States,August,2013.0,2010.0,Summer
2013-08-01,south africa,,Unspecific,M,,N,South Africa,August,2013.0,2010.0,Winter
2013-08-01,usa,FLORIDA,fishing,M,17.0,N,United States,August,2013.0,2010.0,Summer
2013-07-01,usa,HAWAII,diving,F,56.0,N,United States,July,2013.0,2010.0,Summer
2013-07-01,usa,SOUTH CAROLINA,swimming,M,32.0,N,United States,July,2013.0,2010.0,Summer
2013-07-01,bahamas,ABACO ISLANDS,fishing,M,40.0,N,Bahamas,July,2013.0,2010.0,Summer
2013-07-01,mexico,QUINTANA ROO,wading,F,,N,Mexico,July,2013.0,2010.0,Summer
2013-07-01,usa,HAWAII,surfing,M,18.0,N,United States,July,2013.0,2010.0,Summer
2013-07-01,bahamas,EXUMA ISLANDS,fishing,M,64.0,N,Bahamas,July,2013.0,2010.0,Summer
2013-07-01,bahamas,ABACO ISLANDS,diving,M,50.0,N,Bahamas,July,2013.0,2010.0,Summer
2013-07-01,brazil,PERNAMBUCO,swimming,F,18.0,Y,Brazil,July,2013.0,2010.0,Winter
2013-07-01,usa,ALABAMA,surfing,F,50.0,N,United States,July,2013.0,2010.0,Summer
2013-07-01,usa,FLORIDA,swimming,M,,N,United States,July,2013.0,2010.0,Summer
2013-07-01,reunion,SAINT-PAUL,swimming,F,15.0,Y,Reunion,July,2013.0,2010.0,Unknown
2013-07-01,diego garcia,,swimming,M,33.0,Y,British Indian Ocean Territory,July,2013.0,2010.0,Unknown
2013-07-01,usa,NORTH CAROLINA,wading,F,63.0,N,United States,July,2013.0,2010.0,Summer
2013-07-01,spain,CATALONIA,swimming,M,48.0,UNKNOWN,Spain,July,2013.0,2010.0,Summer
2013-07-01,australia,VICTORIA,surfing,M,29.0,N,Australia,July,2013.0,2010.0,Winter
2013-06-01,taiwan,TAITUNG,fishing,M,,N,"Taiwan, Province of China",June,2013.0,2010.0,Unknown
2013-06-01,jamaica,KINGSTON PARISH,Unspecific,M,20.0,UNKNOWN,Jamaica,June,2013.0,2010.0,Summer
2013-06-01,usa,CALIFORNIA,fishing,M,,N,United States,June,2013.0,2010.0,Summer
2013-06-01,usa,FLORIDA,swimming,M,,N,United States,June,2013.0,2010.0,Summer
2013-06-01,usa,SOUTH CAROLINA,swimming,M,14.0,N,United States,June,2013.0,2010.0,Summer
2013-06-01,usa,HAWAII,swimming,M,28.0,N,United States,June,2013.0,2010.0,Summer
2013-06-01,usa,TEXAS,swimming,M,15.0,N,United States,June,2013.0,2010.0,Summer
2013-06-01,south africa,EASTERN CAPE PROVINCE,surfing,M,,N,South Africa,June,2013.0,2010.0,Winter
