Date,Country,State,Activity,Sex,Age,Deceased,Month,Year
2019-05-01,brazil,FERNANDO DE NORONHA,fishing,M,12.0,N,May,2019.0
2019-05-01,usa,FLORIDA,fishing,M,,N,May,2019.0
2019-04-01,australia,NEW SOUTH WALES,fishing,M,18.0,N,April,2019.0
2019-04-01,usa,HAWAII,kayaking,F,65.0,N,April,2019.0
2019-04-01,usa,FLORIDA,Unspecific,M,25.0,N,April,2019.0
2019-04-01,usa,FLORIDA,boarding,F,10.0,N,April,2019.0
2019-04-01,usa,HAWAII,Unspecific,M,58.0,N,April,2019.0
2019-04-01,usa,HAWAII,swimming,M,23.0,N,April,2019.0
2019-04-01,china,LIAONING PROVINCE,diving,F,,N,April,2019.0
2019-03-01,usa,HAWAII,kayaking,M,74.0,N,March,2019.0
2019-03-01,australia,QUEENSLAND,swimming,M,25.0,N,March,2019.0
2019-03-01,usa,FLORIDA,surfing,M,46.0,N,March,2019.0
2019-03-01,mexico,GUERRERO,swimming,M,32.0,N,March,2019.0
2019-03-01,usa,HAWAII,swimming,M,58.0,N,March,2019.0
2019-03-01,usa,FLORIDA,boarding,M,11.0,N,March,2019.0
2019-03-01,usa,OREGON,surfing,M,,N,March,2019.0
2019-03-01,south africa,EASTERN CAPE PROVINCE,fishing,M,46.0,N,March,2019.0
2018-02-01,usa,CALIFORNIA,surfing,M,,N,February,2018.0
2019-02-01,australia,NEW SOUTH WALES,surfing,M,41.0,N,February,2019.0
2019-02-01,brazil,FERNANDO DE NORONHA,surfing,M,31.0,N,February,2019.0
2019-02-01,australia,NORTHERN TERRITORY,fishing,M,25.0,N,February,2019.0
2019-02-01,usa,HAWAII,surfing,M,,N,February,2019.0
2019-02-01,australia,NEW SOUTH WALES,surfing,M,50.0,N,February,2019.0
2019-02-01,south africa,KWAZULU-NATAL,fishing,M,,N,February,2019.0
2019-02-01,usa,FLORIDA,fishing,M,50.0,N,February,2019.0
2019-01-01,reunion island,,fishing,M,41.0,Y,January,2019.0
2019-01-01,new zealand,SOUTH ISLAND,boarding,F,17.0,N,January,2019.0
2019-01-01,australia,WESTERN AUSTRALIA,swimming,F,15.0,N,January,2019.0
2019-01-01,australia,QUEENSLAND,wading,F,,N,January,2019.0
2019-01-01,usa,CALIFORNIA,surfing,M,19.0,N,January,2019.0
2018-12-01,mexico,SONORA,diving,M,35.0,Y,December,2018.0
2018-12-01,australia,NEW SOUTH WALES,Unspecific,M,48.0,N,December,2018.0
2018-12-01,new zealand,NORTH ISLAND,fishing,M,24.0,N,December,2018.0
2018-12-01,new zealand,NORTH ISLAND,fishing,M,50.0,N,December,2018.0
2018-12-01,australia,NEW SOUTH WALES,surfing,M,36.0,N,December,2018.0
2018-11-01,australia,NEW SOUTH WALES,surfing,M,,N,November,2018.0
2018-11-01,usa,FLORIDA,surfing,M,48.0,N,November,2018.0
2018-11-01,australia,NORTHERN TERRITORY,fishing,M,17.0,N,November,2018.0
2018-11-01,australia,NEW SOUTH WALES,surfing,M,24.0,N,November,2018.0
2018-11-01,australia,QUEENSLAND,kayaking,M,31.0,N,November,2018.0
2018-11-01,south africa,KWAZULU-NATAL,fishing,M,41.0,N,November,2018.0
2018-11-01,australia,WESTERN AUSTRALIA,boarding,M,20.0,N,November,2018.0
2018-11-01,bahamas,EXUMAS,swimming,M,8.0,N,November,2018.0
2018-11-01,australia,NEW SOUTH WALES,surfing,M,42.0,N,November,2018.0
2018-11-01,australia,QUEENSLAND,swimming,M,33.0,Y,November,2018.0
2018-11-01,egypt,,diving,M,,N,November,2018.0
2018-10-01,australia,WESTERN AUSTRALIA,surfing,M,,N,October,2018.0
2018-10-01,usa,FLORIDA,surfing,F,,N,October,2018.0
2018-10-01,usa,FLORIDA,surfing,M,29.0,N,October,2018.0
2018-10-01,usa,CALIFORNIA,diving,M,,N,October,2018.0
2018-10-01,australia,NEW SOUTH WALES,surfing,M,50.0,N,October,2018.0
2018-10-01,new zealand,NORTH ISLAND,surfing,M,25.0,N,October,2018.0
2018-10-01,samoa,UPOLO,surfing,M,,N,October,2018.0
2018-10-01,australia,WESTERN AUSTRALIA,fishing,M,,N,October,2018.0
2018-10-01,australia,QUEENSLAND,fishing,M,55.0,N,October,2018.0
2018-09-01,usa,CALIFORNIA,diving,M,13.0,N,September,2018.0
2018-09-01,australia,NORTHERN TERRITORY,Unspecific,M,17.0,N,September,2018.0
2018-09-01,usa,CALIFORNIA,fishing,M,55.0,N,September,2018.0
2018-09-01,fiji,VANUA LEVU,diving,M,,N,September,2018.0
2018-09-01,bahamas,ABACO ISLANDS,fishing,F,32.0,N,September,2018.0
2018-09-01,usa,FLORIDA,Unspecific,F,,N,September,2018.0
2018-09-01,jamaica,ST. MARYS PARISH,fishing,M,43.0,Y,September,2018.0
2018-09-01,australia,QUEENSLAND,swimming,F,12.0,N,September,2018.0
2018-09-01,australia,QUEENSLAND,swimming,F,46.0,N,September,2018.0
2018-09-01,usa,MASSACHUSETTS,boarding,M,26.0,Y,September,2018.0
2018-09-01,usa,FLORIDA,surfing,M,39.0,N,September,2018.0
2018-09-01,usa,HAWAII,kayaking,M,23.0,N,September,2018.0
2018-09-01,usa,FLORIDA,surfing,M,,N,September,2018.0
2018-09-01,ireland,COUNTY CORK,fishing,M,40.0,N,September,2018.0
2018-08-01,bahamas,,diving,M,,N,August,2018.0
2018-08-01,usa,CALIFORNIA,swimming,M,14.0,N,August,2018.0
2018-08-01,bahamas,ABACO ISLANDS,fishing,M,29.0,N,August,2018.0
2018-08-01,usa,NORTH CAROLINA,surfing,M,14.0,N,August,2018.0
2018-08-01,italy,"CHIETI, PROVINCE",Unspecific,M,24.0,N,August,2018.0
2018-08-01,bahamas,ABACO ISLANDS,Unspecific,F,56.0,N,August,2018.0
2018-08-01,usa,MARYLAND,Unspecific,M,,N,August,2018.0
2018-08-01,usa,MASSACHUSETTS,swimming,M,61.0,N,August,2018.0
2018-08-01,usa,TEXAS,fishing,M,42.0,N,August,2018.0
2018-08-01,usa,NORTH CAROLINA,Unspecific,M,16.0,N,August,2018.0
2018-08-01,usa,NORTH CAROLINA,swimming,F,,N,August,2018.0
2018-08-01,egypt,,diving,M,42.0,Y,August,2018.0
2018-07-01,usa,FLORIDA,surfing,M,14.0,N,July,2018.0
2018-07-01,china,GUIZHOU PROVINCE,Unspecific,F,6.0,N,July,2018.0
2018-07-01,usa,NEW YORK,boarding,M,13.0,N,July,2018.0
2018-07-01,usa,NEW YORK,wading,F,12.0,N,July,2018.0
2018-07-01,usa,TEXAS,surfing,F,,UNKNOWN,July,2018.0
2018-07-01,colombia,SAN ANDRES AND PROVIDENCIA ARCHIPELAGO,fishing,M,62.0,UNKNOWN,July,2018.0
2018-07-01,usa,CALIFORNIA,wading,F,58.0,N,July,2018.0
2018-07-01,usa,FLORIDA,surfing,F,14.0,N,July,2018.0
2018-07-01,usa,FLORIDA,wading,M,17.0,N,July,2018.0
2018-07-01,usa,FLORIDA,surfing,M,30.0,N,July,2018.0
,bahamas,THE EXUMA CAYS,Unspecific,F,19.0,N,,
2018-07-01,usa,FLORIDA,diving,M,,N,July,2018.0
2018-07-01,usa,SOUTH CAROLINA,boarding,F,11.0,N,July,2018.0
2018-06-01,usa,CALIFORNIA,Unspecific,F,57.0,N,June,2018.0
2018-06-01,usa,FLORIDA,fishing,M,,N,June,2018.0
2018-06-01,usa,GEORGIA,Unspecific,F,11.0,N,June,2018.0
2018-06-01,usa,HAWAII,surfing,M,48.0,N,June,2018.0
2018-06-01,australia,NEW SOUTH WALES,surfing,M,,N,June,2018.0
2018-06-01,mexico,COLIMA,diving,M,,N,June,2018.0
2018-06-01,brazil,PERNAMBUCO,swimming,M,18.0,Y,June,2018.0
,egypt,,diving,M,,N,,
2018-05-01,usa,FLORIDA,fishing,M,52.0,N,May,2018.0
2018-05-01,usa,FLORIDA,Unspecific,M,15.0,N,May,2018.0
2018-05-01,usa,FLORIDA,Unspecific,M,12.0,N,May,2018.0
2018-05-01,australia,QUEENSLAND,Unspecific,M,32.0,N,May,2018.0
2018-05-01,usa,SOUTH CAROLINA,boarding,M,10.0,N,May,2018.0
2018-05-01,usa,SOUTH CAROLINA,swimming,M,10.0,N,May,2018.0
2018-05-01,england,CORNWALL,fishing,M,21.0,N,May,2018.0
2018-05-01,australia,WESTERM AUSTRALIA,Unspecific,F,34.0,N,May,2018.0
2018-05-01,south africa,EASTERN CAPE PROVINCE,surfing,M,,N,May,2018.0
2018-05-01,australia,NEW SOUTH WALES,surfing,M,,N,May,2018.0
2018-04-01,thailand,HUA HIN,swimming,M,,N,April,2018.0
2018-04-01,usa,TEXAS,fishing,M,,N,April,2018.0
2018-04-01,costa rica,COCOS ISLAND,diving,M,30.0,N,April,2018.0
2018-04-01,australia,WESTERN AUSTRALIA,surfing,M,,N,April,2018.0
2018-04-01,australia,NEW SOUTH WALES,surfing,M,,N,April,2018.0
2018-04-01,australia,WESTERN AUSTRALIA,surfing,M,60.0,N,April,2018.0
2018-04-01,maldives,ALIFU ALIFU ATOLL,fishing,M,32.0,N,April,2018.0
2018-04-01,south africa,WESTERN CAPE PROVINCE,surfing,M,33.0,N,April,2018.0
2018-04-01,usa,HAWAII,boarding,M,29.0,N,April,2018.0
2018-04-01,thailand,HUA HIN,swimming,M,54.0,N,April,2018.0
2018-04-01,brazil,PERNAMBUCO,swimming,M,34.0,UNKNOWN,April,2018.0
2018-04-01,australia,WESTERN AUSTRALIA,surfing,M,41.0,N,April,2018.0
2018-04-01,australia,WESTERN AUSTRALIA,surfing,M,37.0,N,April,2018.0
2018-04-01,bahamas,NEW PROVIDENCE,surfing,M,,N,April,2018.0
2018-04-01,brazil,ALAGOAS,fishing,M,56.0,N,April,2018.0
2018-04-01,new caledonia,,boarding,M,17.0,N,April,2018.0
2018-04-01,bahamas,,swimming,M,12.0,N,April,2018.0
2018-04-01,south africa,EASTERN CAPE PROVINCE,surfing,M,19.0,N,April,2018.0
2018-03-01,usa,HAWAII,kayaking,M,25.0,N,March,2018.0
2018-03-01,australia,WESTERN AUSTRALIA,wading,M,10.0,N,March,2018.0
2018-03-01,australia,VICTORIA,swimming,M,69.0,N,March,2018.0
2018-03-01,australia,VICTORIA,surfing,M,18.0,N,March,2018.0
2018-02-01,south africa,KWAZULU-NATAL,diving,M,38.0,N,February,2018.0
2018-02-01,australia,NEW SOUTH WALES,swimming,F,55.0,N,February,2018.0
2018-02-01,australia,VICTORIA,fishing,M,34.0,N,February,2018.0
2018-02-01,australia,NEW SOUTH WALES,Unspecific,M,35.0,N,February,2018.0
2018-02-01,australia,QUEENSLAND,swimming,F,,N,February,2018.0
2018-02-01,brazil,"BOI ISLAND, VICTORIA",fishing,F,46.0,N,February,2018.0
2018-02-01,ecuador,GALAPAGOS ISLANDS,diving,M,45.0,N,February,2018.0
2018-02-01,australia,WESTERN AUSTRALIA,fishing,M,14.0,N,February,2018.0
2018-01-01,australia,WESTERN AUSTRALIA,Unspecific,M,18.0,N,January,2018.0
2018-01-01,new caledonia,,fishing,M,,N,January,2018.0
2018-01-01,australia,QUEENSLAND,diving,M,,N,January,2018.0
2018-01-01,australia,NEW SOUTH WALES,diving,M,28.0,N,January,2018.0
2018-01-01,brazil,FERNANDO DE NORONHA,surfing,M,20.0,N,January,2018.0
2018-01-01,australia,WESTERN AUSTRALIA,surfing,M,,N,January,2018.0
2017-12-01,usa,HAWAII,surfing,F,54.0,N,December,2017.0
2017-12-01,usa,CALIFORNIA,surfing,F,35.0,N,December,2017.0
2017-12-01,malaysia,SEPANG,fishing,M,24.0,N,December,2017.0
2017-12-01,bahamas,,diving,F,25.0,N,December,2017.0
2017-11-01,costa rica,COCOS ISLAND,diving,M,26.0,N,November,2017.0
2017-11-01,costa rica,COCOS ISLAND,diving,F,49.0,Y,November,2017.0
2017-11-01,libya,,boarding,Unknown,,Y,November,2017.0
2017-11-01,usa,CALIFORNIA,fishing,M,25.0,N,November,2017.0
2017-11-01,usa,FLORIDA,surfing,F,14.0,N,November,2017.0
2017-11-01,,,surfing,M,24.0,N,November,2017.0
2017-11-01,australia,NEW SOUTH WALES,surfing,M,25.0,N,November,2017.0
2017-11-01,cuba,HOLQUIN PROVINCE,Unspecific,M,22.0,Y,November,2017.0
2017-11-01,usa,HAWAII,surfing,M,,N,November,2017.0
2017-10-01,australia,QUEENSLAND,diving,M,7.0,N,October,2017.0
2017-10-01,australia,NEW SOUTH WALES,surfing,M,31.0,N,October,2017.0
2017-10-01,usa,HAWAII,kayaking,M,,N,October,2017.0
2017-10-01,mauritius,PAMPLEMOUSSES,swimming,M,,N,October,2017.0
2017-10-01,usa,FLORIDA,surfing,M,17.0,N,October,2017.0
2017-10-01,usa,FLORIDA,swimming,F,60.0,N,October,2017.0
2017-10-01,australia,SOUTH AUSTRALIA,fishing,F,15.0,N,October,2017.0
2017-10-01,new zealand,NORTH ISLAND,kayaking,M,,N,October,2017.0
2017-10-01,usa,FLORIDA,swimming,M,,N,October,2017.0
2017-10-01,usa,HAWAII,surfing,M,54.0,N,October,2017.0
2017-10-01,usa,HAWAII,diving,F,40.0,N,October,2017.0
2017-10-01,south africa,WESTERN CAPE PROVINCE,diving,M,31.0,UNKNOWN,October,2017.0
2017-09-01,usa,FLORIDA,surfing,M,,N,September,2017.0
2017-09-01,australia,WESTERN AUSTRALIA,surfing,M,,N,September,2017.0
2017-09-01,usa,NEW YORK,surfing,M,33.0,UNKNOWN,September,2017.0
2017-09-01,spain,CANARY ISLANDS,surfing,M,13.0,N,September,2017.0
2017-09-01,usa,FLORIDA,surfing,M,28.0,N,September,2017.0
2017-09-01,south africa,WESTERN CAPE PROVINCE,diving,M,25.0,UNKNOWN,September,2017.0
2017-09-01,samoa,UPOLU ISLAND,fishing,M,,N,September,2017.0
2017-09-01,australia,WESTERM AUSTRALIA,fishing,Unknown,,N,September,2017.0
2017-09-01,usa,FLORIDA,surfing,M,18.0,N,September,2017.0
2017-09-01,australia,WESTERM AUSTRALIA,swimming,M,,N,September,2017.0
2017-09-01,australia,NEW SOUTH WALES,surfing,M,35.0,N,September,2017.0
2017-09-01,solomon islands,,fishing,M,,N,September,2017.0
2017-09-01,south africa,WESTERN CAPE PROVINCE,swimming,M,,Y,September,2017.0
2017-09-01,japan,SHIZUOKA PREFECTURE,surfing,M,42.0,N,September,2017.0
2017-09-01,usa,FLORIDA,swimming,M,,N,September,2017.0
2017-09-01,usa,TEXAS,swimming,F,,N,September,2017.0
2017-09-01,usa,FLORIDA,surfing,M,17.0,N,September,2017.0
2017-08-01,australia,VICTORIA,surfing,M,37.0,N,August,2017.0
2017-08-01,usa,FLORIDA,wading,F,3.0,N,August,2017.0
2017-08-01,spain,CASTELLÓN,swimming,F,11.0,UNKNOWN,August,2017.0
2017-08-01,new zealand,NORTH ISLAND,kayaking,M,,N,August,2017.0
2017-08-01,usa,MASSACHUSETTS,Unspecific,M,69.0,N,August,2017.0
2017-08-01,bahamas,,fishing,M,,N,August,2017.0
2017-08-01,usa,SOUTH CAROLINA,swimming,M,13.0,N,August,2017.0
2017-08-01,egypt,RED SEA PROTECTORATE,diving,F,20.0,N,August,2017.0
2017-08-01,usa,MASSACHUSETTS,fishing,M,34.0,N,August,2017.0
2017-08-01,usa,CALIFORNIA,fishing,M,,N,August,2017.0
2017-07-01,usa,FLORIDA,boarding,M,15.0,N,July,2017.0
2017-07-01,usa,SOUTH CAROLINA,swimming,M,10.0,UNKNOWN,July,2017.0
2017-07-01,usa,SOUTH CAROLINA,Unspecific,F,12.0,N,July,2017.0
2017-07-01,bahamas,NEW PROVIDENCE DISTRICT,diving,F,,N,July,2017.0
2017-07-01,bahamas,40 MILES OFF GRAND BAHAMA ISLAND,fishing,M,,N,July,2017.0
2017-07-01,"st helena, british overseas territory",ASCENSION ISLAND,surfing,M,37.0,N,July,2017.0
2017-07-01,usa,NEW JERSEY,Unspecific,F,,N,July,2017.0
2017-07-01,spain,MAJORCA,swimming,F,,N,July,2017.0
2017-07-01,usa,FLORIDA,Unspecific,F,40.0,N,July,2017.0
2017-07-01,usa,SOUTH CAROLINA,swimming,F,8.0,UNKNOWN,July,2017.0
2017-07-01,usa,CALIFORNIA,kayaking,M,40.0,N,July,2017.0
2017-07-01,usa,CALIFORNIA,Unspecific,M,50.0,N,July,2017.0
2017-07-01,usa,WASHINGTON,surfing,M,,N,July,2017.0
2017-07-01,australia,WESTERN AUSTRALIA,surfing,M,,N,July,2017.0
2017-07-01,usa,CALIFORNIA,kayaking,M,,N,July,2017.0
2017-07-01,usa,FLORIDA,swimming,M,46.0,N,July,2017.0
2017-07-01,mexico,TABASCO,fishing,M,32.0,N,July,2017.0
2017-07-01,south africa,EASTERN CAPE PROVINCE,surfing,F,13.0,N,July,2017.0
2017-07-01,comoros,ANJOUAN,fishing,Unknown,,UNKNOWN,July,2017.0
2017-06-01,usa,SOUTH CAROLINA,fishing,M,,UNKNOWN,June,2017.0
2017-06-01,usa,SOUTH CAROLINA,swimming,F,16.0,N,June,2017.0
2017-06-01,usa,FLORIDA,surfing,M,,N,June,2017.0
2017-06-01,usa,SOUTH CAROLINA,swimming,F,14.0,N,June,2017.0
2017-06-01,reunion,,boarding,M,34.0,N,June,2017.0
2017-06-01,spain,IBIZA ISLAND,swimming,M,82.0,N,June,2017.0
,french polynesia,MARQUESAS,surfing,M,,N,,
2017-06-01,bahamas,,Unspecific,F,,N,June,2017.0
2017-06-01,australia,WESTERN AUSTRALIA,boarding,M,48.0,N,June,2017.0
2017-06-01,australia,VICTORIA,surfing,F,,N,June,2017.0
2017-06-01,usa,FLORIDA,surfing,M,19.0,N,June,2017.0
2017-06-01,united kingdom,SOUTH DEVON,surfing,M,30.0,N,June,2017.0
2017-06-01,usa,FLORIDA,fishing,M,,N,June,2017.0
2017-06-01,bahamas,NEW PROVIDENCE,diving,F,32.0,N,June,2017.0
2017-05-01,usa,SOUTH CAROLINA,Unspecific,F,20.0,N,May,2017.0
2017-05-01,usa,FLORIDA,Unspecific,M,,N,May,2017.0
2017-05-01,australia,NEW SOUTH WALES,fishing,M,73.0,N,May,2017.0
2017-05-01,united arab emirates,"SHARJAH,",fishing,M,41.0,N,May,2017.0
2017-05-01,australia,QUEENSLAND,Unspecific,M,29.0,N,May,2017.0
2017-05-01,mexico,BAJA CALIFORNIA SUR,diving,M,33.0,Y,May,2017.0
2017-05-01,usa,CALIFORNIA,surfing,F,18.0,UNKNOWN,May,2017.0
2017-04-01,usa,CALIFORNIA,swimming,F,,N,April,2017.0
2017-04-01,south africa,WESTERN CAPE PROVINCE,surfing,M,14.0,N,April,2017.0
2017-04-01,usa,SOUTH CAROLINA,surfing,F,33.0,N,April,2017.0
2017-04-01,reunion,SAINT-LEU,boarding,M,28.0,Y,April,2017.0
2017-04-01,new zealand,SOUTH ISLAND,boarding,F,,N,April,2017.0
2017-04-01,usa,FLORIDA,Unspecific,F,,UNKNOWN,April,2017.0
2017-04-01,"st helena, british overseas territory",ASCENSION ISLAND,diving,F,40.0,N,April,2017.0
2017-04-01,usa,SOUTH CAROLINA,swimming,M,,UNKNOWN,April,2017.0
2017-04-01,usa,FLORIDA,Unspecific,Unknown,,N,April,2017.0
2017-04-01,australia,WESTERN AUSTRALIA,surfing,F,17.0,Y,April,2017.0
2017-04-01,usa,HAWAII,surfing,M,28.0,N,April,2017.0
2017-04-01,usa,FLORIDA,surfing,M,17.0,N,April,2017.0
2017-04-01,usa,FLORIDA,surfing,F,,N,April,2017.0
2017-04-01,south africa,KWAZULU-NATAL,diving,M,68.0,UNKNOWN,April,2017.0
2017-04-01,usa,FLORIDA,surfing,F,35.0,N,April,2017.0
2017-04-01,usa,FLORIDA,kayaking,F,10.0,N,April,2017.0
2017-04-01,usa,FLORIDA,swimming,F,21.0,N,April,2017.0
2017-04-01,usa,FLORIDA,swimming,M,16.0,N,April,2017.0
2017-04-01,usa,FLORIDA,swimming,F,51.0,N,April,2017.0
2017-04-01,australia,QUEENSLAND,Unspecific,M,39.0,N,April,2017.0
2017-04-01,usa,FLORIDA,swimming,F,17.0,N,April,2017.0
2017-03-01,usa,FLORIDA,surfing,M,58.0,N,March,2017.0
2017-03-01,australia,NEW SOUTH WALES,boarding,M,30.0,N,March,2017.0
2017-03-01,usa,CALIFORNIA,kayaking,M,,N,March,2017.0
2017-03-01,philippines,LUZON ISLAND,fishing,M,25.0,N,March,2017.0
2017-03-01,bahamas,THE EXUMA CAYS,Unspecific,M,58.0,N,March,2017.0
2017-03-01,mexico,TAMAULIPAS,fishing,M,,N,March,2017.0
2017-03-01,bahamas,THE EXUMA CAYS,Unspecific,F,,N,March,2017.0
2017-02-01,australia,WESTERN AUSTRALIA,diving,F,,N,February,2017.0
2017-02-01,australia,WESTERN AUSTRALIA,surfing,M,,N,February,2017.0
2017-02-01,reunion,SAINT-ANDRE,boarding,M,26.0,Y,February,2017.0
2017-02-01,australia,QUEENSLAND,fishing,M,26.0,N,February,2017.0
2017-02-01,usa,FLORIDA,swimming,M,22.0,N,February,2017.0
2017-02-01,brazil,PERNAMBUCO,Unspecific,F,,N,February,2017.0
2017-02-01,south africa,KWAZULU-NATAL,fishing,M,,N,February,2017.0
2017-02-01,usa,SOUTH CAROLINA,fishing,Unknown,,N,February,2017.0
2017-02-01,bahamas,BIMINI,diving,M,37.0,N,February,2017.0
2017-01-01,brazil,PERNAMBUCO,swimming,M,21.0,N,January,2017.0
2017-01-01,usa,FLORIDA,Unspecific,M,,N,January,2017.0
2017-01-01,australia,QUEENSLAND,diving,M,55.0,N,January,2017.0
2017-01-01,australia,QUEENSLAND,swimming,M,57.0,N,January,2017.0
2017-01-01,indonesia,BALI,surfing,M,48.0,N,January,2017.0
2017-01-01,usa,FLORIDA,wading,M,47.0,N,January,2017.0
2017-01-01,australia,NEW SOUTH WALES,wading,M,20.0,UNKNOWN,January,2017.0
2016-12-01,usa,FLORIDA,surfing,M,16.0,N,December,2016.0
2016-12-01,australia,WESTERN AUSTRALIA,diving,F,,N,December,2016.0
2016-12-01,south africa,WESTERN CAPE PROVINCE,surfing,M,55.0,N,December,2016.0
2016-12-01,australia,WESTERN AUSTRALIA,diving,M,61.0,N,December,2016.0
2016-12-01,french polynesia,TUAMOTOS,fishing,M,,N,December,2016.0
2016-12-01,usa,FLORIDA,surfing,M,19.0,UNKNOWN,December,2016.0
2016-12-01,australia,NEW SOUTH WALES,surfing,M,20.0,N,December,2016.0
2016-12-01,australia,NEW SOUTH WALES,surfing,M,65.0,N,December,2016.0
2016-11-01,australia,VICTORIA,fishing,M,73.0,N,November,2016.0
2016-11-01,usa,HAWAII,Unspecific,F,58.0,N,November,2016.0
2016-10-01,usa,FLORIDA,surfing,M,41.0,N,October,2016.0
2016-10-01,usa,FLORIDA,surfing,M,42.0,N,October,2016.0
2016-10-01,australia,NEW SOUTH WALES,surfing,M,36.0,N,October,2016.0
2016-10-01,usa,HAWAII,surfing,M,36.0,N,October,2016.0
2016-10-01,australia,QUEENSLAND,surfing,M,,N,October,2016.0
2016-10-01,usa,HAWAII,diving,F,66.0,N,October,2016.0
2016-10-01,mexico,,diving,M,,UNKNOWN,October,2016.0
2016-10-01,australia,NEW SOUTH WALES,surfing,M,25.0,N,October,2016.0
2016-10-01,usa,OREGON,surfing,M,29.0,N,October,2016.0
2016-10-01,usa,FLORIDA,surfing,M,21.0,N,October,2016.0
2016-10-01,usa,FLORIDA,surfing,M,32.0,N,October,2016.0
2016-09-01,australia,NEW SOUTH WALES,surfing,M,17.0,N,September,2016.0
2016-09-01,usa,FLORIDA,surfing,M,16.0,N,September,2016.0
2016-09-01,usa,FLORIDA,surfing,M,36.0,N,September,2016.0
2016-09-01,usa,FLORIDA,surfing,M,43.0,N,September,2016.0
2016-09-01,usa,CALIFORNIA,surfing,M,43.0,N,September,2016.0
2016-09-01,australia,VICTORIA,surfing,M,,N,September,2016.0
2016-09-01,australia,WESTERN AUSTRALIA,fishing,Unknown,,N,September,2016.0
2016-09-01,usa,FLORIDA,wading,M,,N,September,2016.0
2016-09-01,usa,HAWAII,swimming,F,51.0,N,September,2016.0
2016-09-01,new caledonia,NORTH PROVINCE,surfing,M,50.0,Y,September,2016.0
2016-09-01,usa,SOUTH CAROLINA,boarding,F,12.0,N,September,2016.0
2016-09-01,australia,WESTERN AUSTRALIA,surfing,M,,N,September,2016.0
2016-09-01,usa,FLORIDA,boarding,M,9.0,N,September,2016.0
2016-09-01,usa,CALIFORNIA,fishing,M,22.0,N,September,2016.0
2016-08-01,usa,FLORIDA,surfing,M,25.0,N,August,2016.0
2016-08-01,usa,FLORIDA,surfing,M,37.0,N,August,2016.0
2016-08-01,reunion,,surfing,M,20.0,N,August,2016.0
2016-08-01,usa,FLORIDA,wading,M,49.0,N,August,2016.0
2016-08-01,bahamas,NEW PROVIDENCE ISLAND,diving,M,15.0,N,August,2016.0
2016-08-01,usa,HAWAII,boarding,M,21.0,N,August,2016.0
2016-08-01,usa,FLORIDA,surfing,M,22.0,N,August,2016.0
2016-07-01,spain,ALICANTE PROVINCE,swimming,M,40.0,N,July,2016.0
2016-07-01,china,HONG KONG,swimming,M,72.0,N,July,2016.0
2016-07-01,australia,WESTERN AUSTRALIA,Unspecific,M,,N,July,2016.0
2016-07-01,usa,FLORIDA,Unspecific,M,43.0,N,July,2016.0
2016-07-01,australia,NEW SOUTH WALES,surfing,M,18.0,N,July,2016.0
2016-07-01,japan,KOCHI PREFECTURE,surfing,M,29.0,N,July,2016.0
2016-07-01,australia,TASMANIA,surfing,M,36.0,N,July,2016.0
2016-07-01,bahamas,ABACO ISLANDS,fishing,M,,N,July,2016.0
2016-07-01,australia,QUEENSLAND,fishing,M,31.0,N,July,2016.0
2016-07-01,usa,ALABAMA,fishing,Unknown,,N,July,2016.0
2016-07-01,usa,FLORIDA,surfing,F,9.0,N,July,2016.0
2016-07-01,usa,FLORIDA,Unspecific,F,11.0,N,July,2016.0
2016-07-01,usa,CALIFORNIA,surfing,M,61.0,N,July,2016.0
2016-07-01,usa,SOUTH CAROLINA,swimming,M,,N,July,2016.0
,bahamas,,diving,M,,N,,
2016-07-01,spain,CANARY ISLANDS,wading,F,10.0,N,July,2016.0
2016-07-01,usa,CALIFORNIA,fishing,M,,N,July,2016.0
2016-07-01,usa,MASSACHUSETTS,fishing,M,59.0,N,July,2016.0
2016-07-01,usa,FLORIDA,swimming,F,42.0,N,July,2016.0
2016-07-01,australia,QUEENSLAND,fishing,M,34.0,N,July,2016.0
2016-06-01,usa,SOUTH CAROLINA,Unspecific,M,35.0,N,June,2016.0
2016-06-01,usa,NORTH CAROLINA,surfing,M,11.0,N,June,2016.0
2016-06-01,columbia,ISLA PROVIDENCIA,diving,M,59.0,N,June,2016.0
2016-06-01,south africa,WESTERN CAPE PROVINCE,fishing,M,43.0,N,June,2016.0
2016-06-01,usa,SOUTH CAROLINA,Unspecific,M,42.0,N,June,2016.0
2016-06-01,usa,FLORIDA,wading,M,,N,June,2016.0
2016-06-01,usa,HAWAII,surfing,M,,N,June,2016.0
2016-06-01,australia,WESTERN AUSTRALIA,fishing,M,19.0,N,June,2016.0
2016-06-01,usa,TEXAS,Unspecific,F,6.0,N,June,2016.0
2016-06-01,usa,NORTH CAROLINA,Unspecific,M,19.0,N,June,2016.0
2016-06-01,usa,SOUTH CAROLINA,surfing,M,27.0,UNKNOWN,June,2016.0
2016-06-01,usa,FLORIDA,swimming,M,64.0,N,June,2016.0
2016-06-01,australia,WESTERN AUSTRALIA,diving,F,60.0,Y,June,2016.0
2016-06-01,egypt,SUEZ,swimming,M,23.0,N,June,2016.0
2016-06-01,australia,NEW SOUTH WALES,fishing,M,,UNKNOWN,June,2016.0
2016-06-01,new caledonia,,surfing,M,,N,June,2016.0
